"id","n.scoring","scoring.mix","scoring.delicious","scoring.service","scoring.atom","n.view","n.favorite","n.share","shop.summary"
"1077420",23,"45",16,17,16,805230,23,19,"        點匠輕鬆小品是一個有點匠輕鬆小品、寵物友善餐廳、蔬食的其他類型早餐，網友認為值得推薦的有：松露野菇燉飯、特選沙拉、南瓜濃湯、松子青醬義大利麵、椒鹽杏鮑菇      "
"1014394",1,"45",20,20,20,182444,36,1,"        厚呷厚呷炭烤三明治貝果漢堡是一個有南京復興、碳烤土司、漢堡的西式早餐，網友認為值得推薦的有：花生貝果、德式香腸三明治、厚切牛肉三明治、深海鱈魚漢堡、招牌雞腿三明治      "
"606944",2,"40",15,15,13,18784,53,1,"        Def的流浪早餐車是一個有平價、吃吃喝喝、早午餐的西式早餐      "
"113516",3,"45",20,20,20,24368,40,1,"        大四方蛋餅是一個有平價、大份量、早餐的中式早餐      "
"619042",2,"45",15,15,15,20554,37,1,"        威廉叔叔廚房是一個有咖啡、輕食、高雄美食的西式早餐，網友認為值得推薦的有：檸檬紅茶、夏季海洋鮮筍青醬義大利麵、燻雞可頌三明治      "
"600794",1,"50",20,20,20,9081,17,1,"        女王漢堡是一個有早餐、西式早餐的西式早餐      "
"933262",5,"45",16,16,14,9620,26,1,"        豆點La Pointe是一個有鮪魚、早餐、豆點的西式早餐，網友認為值得推薦的有：美式早餐      "
"592146",6,"45",16,14,16,11591,33,1,"        鮮纖早午餐是一個有午餐、鮮纖、早餐的其他類型早餐      "
"594678",1,"50",20,20,20,11307,12,1,"        美式早餐屋 (羅東公正店)是一個有早餐、西式早餐的西式早餐      "
"622920",3,"45",20,15,10,25440,31,1,"        小豆豆中西式速食是一個有平價、早餐、中式早餐的中式早餐      "
"989462",5,"45",15,15,15,14593,31,1,"        不限∞早餐 n.b. Breakfast是一個有早餐、西式早餐的西式早餐      "
"117385",2,"45",13,13,13,22183,30,1,"        嘉園早餐是一個有早餐、中式早餐的中式早餐      "
"1015718",2,"45",15,20,15,9111,20,1,"        野餐吧吐司是一個有銅板美食、台南小吃、台南餐車的西式早餐      "
"920650",1,"45",20,15,10,13210,29,1,"        新民生豆漿店是一個有早餐、中式早餐的中式早餐      "
"47853",1,"45",20,20,5,24840,28,1,"        廖家飯糰是一個有平價、大份量、早餐的中式早餐，網友認為值得推薦的有：紫米、飯糰、小辣      "
"610122",4,"45",18,18,13,11872,28,1,"        米亞早餐店是一個有平價、吃吃喝喝、單點式的其他類型早餐      "
"1045288",3,"00",0,0,0,5938694,3,NA,"        台灣品項千變萬化，市場成熟且豐富，選擇性多元化，幸福滿分的消費者更加挑剔，普遍民眾吃了各式各樣的早餐，始終還是覺得傳統食材較對味，它不僅是懷念的味道，就是這樣的定案。      "
"1014956",2,"45",20,15,10,9164,28,1,"        大成177早餐店是一個有古早味、蛋餅、飯糰的中式早餐，網友認為值得推薦的有：總匯蛋餅、燒肉起司蛋餅      "
"964280",1,"45",15,20,15,6531,17,1,"        福樂堡 Full Happiness Burger是一個有早餐、西式早餐的西式早餐，網友認為值得推薦的有：起司玉米特酥蛋餅、洋蔥燒肉特酥蛋餅      "
"116696",3,"35",10,5,5,46903,56,1,"        永和豆漿 (西門町)是一個有早餐、中式早餐的中式早餐      "
"594434",2,"40",18,18,15,9055,35,1,"        正道早餐是一個有平價、早午餐、早餐的中式早餐，網友認為值得推薦的有：古早味蛋餅、鮮奶茶、蛋餅、肉鬆蛋餅、鮪魚蛋餅      "
"941686",2,"45",20,20,10,8873,15,1,"        朝陽科大山下早餐車是一個有早餐車、台中、早餐的西式早餐，網友認為值得推薦的有：燒肉蛋土司、信力蛋      "
"582243",2,"45",20,20,20,10200,14,1,"        台中和平街炒麵是一個有平價、路邊攤、單點式的中式早餐，網友認為值得推薦的有：炒麵      "
"934774",6,"45",15,15,15,13025,24,1,"        洪記豆漿大王 (長春店)是一個有早餐、中式早餐的中式早餐      "
"1026434",3,"45",20,10,10,8105,24,1,"        Hammer Sandwich是一個有吐司、新莊、三明治的西式早餐，網友認為值得推薦的有：BBQ漢堡排起司三明治、韓式燒肉起司三明治、香蕉花生起司三明治      "
"619728",1,"50",20,20,20,5541,3,1,"        蕃茄村是一個有早餐、西式早餐的西式早餐      "
"927066",1,"45",15,15,15,8534,23,1,"        米圖 me too 全日早午餐是一個有早餐、早午餐、其他類型早餐的其他類型早餐，網友認為值得推薦的有：蛋餅、鐵板麵、厚片土司      "
"1051648",1,"50",20,20,20,1820,2,1,"        香濃好喝的豆漿…純天然營養的…讚爆*）      "
"1136966",1,"45",20,15,15,353260,1,1,"        以做給家人吃的心情經營早午餐店！【莫尼布朗琪早午餐】的老闆因為母親生病離世，對健康變得特別注重。在家人的鼓勵下，於學區附近開起早午餐店，希望能提供附近學子以及顧客超值又營養健康的餐點，兩樓層共有30多個座位，是朋友聚會的好去處。店內招牌首推拼盤餐點，品項多達十多種，餐點除主餐外還附麵包、附餐、薯條及飲料。另外「吃飽飽拼盤」可選用兩種主餐，超值划算。麵包有四款可選；附餐有水果、生菜、濃湯及白飯；薯條亦可換成地瓜泥或加價換地瓜薯條；飲品加價則可換為「夢幻蝶豆」飲品！除了拼盤，其他如起司搭半熟蛋的歐姆蛋捲、自調醬汁料理的咖哩飯及親子丼、還有五種口味可選的總匯三明治，也都是店家招牌，不妨可試試看！      "
"69372",7,"45",19,16,12,13723,11,1,"        美而美是一個有平價、家庭聚會、吃吃喝喝的西式早餐，網友認為值得推薦的有：總匯三明治、咖啡牛乳、漢堡蛋、土司夾蛋      "
"618166",2,"40",18,13,10,16313,31,1,"        美爾堡早餐店是一個有土司蛋、便宜、大份量的西式早餐，網友認為值得推薦的有：土司類      "
"932066",3,"45",20,20,15,7565,21,1,"        米鹿早餐店是一個有西式早餐、生菜、西式燒餅的西式早餐，網友認為值得推薦的有：總匯三明治、培根蛋三明治、烤奶酥吐司、紅茶、鮪魚蛋三明治      "
"1136966",1,"45",20,15,15,353260,1,1,"        以做給家人吃的心情經營早午餐店！【莫尼布朗琪早午餐】的老闆因為母親生病離世，對健康變得特別注重。在家人的鼓勵下，於學區附近開起早午餐店，希望能提供附近學子以及顧客超值又營養健康的餐點，兩樓層共有30多個座位，是朋友聚會的好去處。店內招牌首推拼盤餐點，品項多達十多種，餐點除主餐外還附麵包、附餐、薯條及飲料。另外「吃飽飽拼盤」可選用兩種主餐，超值划算。麵包有四款可選；附餐有水果、生菜、濃湯及白飯；薯條亦可換成地瓜泥或加價換地瓜薯條；飲品加價則可換為「夢幻蝶豆」飲品！除了拼盤，其他如起司搭半熟蛋的歐姆蛋捲、自調醬汁料理的咖哩飯及親子丼、還有五種口味可選的總匯三明治，也都是店家招牌，不妨可試試看！      "
"1056776",5,"40",13,15,13,3938,31,1,"        <U+7A45>村 Country Brunch是一個有台中早午餐、<U+7A45>村、台中北屯早午餐的西式早餐，網友認為值得推薦的有：手作青椒牛肉蛋餅、陽光加州、狂歡倫敦、泰式海鮮暖沙拉、經典德式早餐      "
"930416",1,"40",15,15,5,8716,30,1,"        沙茶蛋餅是一個有早餐、中式早餐的中式早餐      "
"1010802",5,"45",15,15,13,13380,30,1,"        手桿蛋餅捲是一個有早餐、中式早餐的中式早餐      "
"108707",2,"45",15,15,15,18959,19,1,"        師大路永和豆漿大王是一個有平價、吃吃喝喝、小吃的中式早餐，網友認為值得推薦的有：水煎包      "
"117182",3,"45",20,20,15,12285,9,1,"        杏仁茶小鋪是一個有早餐、中式早餐的中式早餐，網友認為值得推薦的有：蛋餅包油條、平價、杏仁茶、小吃      "
"623172",2,"45",18,15,18,13491,19,1,"        bonjour! 您好!是一個有平價、早餐、其他類型早餐的其他類型早餐      "
"1004676",1,"45",20,15,10,10452,19,1,"        無名早餐店是一個有古早味蛋餅、蛋餅控、早餐店的中式早餐，網友認為值得推薦的有：燒肉蛋餅      "
"951884",1,"45",20,20,20,14501,8,1,"        無名早餐是一個有平價、小吃、中式早餐的中式早餐，網友認為值得推薦的有：平價、小吃、中式早餐      "
"1005454",4,"40",15,15,3,10350,28,1,"        阿枝早<U+70B9>是一個有蛋餅、豬肉餡餅、蘿蔔糕的中式早餐，網友認為值得推薦的有：豬肉餡餅、蘿蔔糕、吐司、蔥油餅加蛋、韭菜培根蛋餅      "
"1013050",1,"45",20,20,20,3772,8,1,"        提姆胖胖 Tim pang pang 早午餐&輕食是一個有提姆胖胖、屏東早午餐店、屏東市的西式早餐，網友認為值得推薦的有：茶品-提姆奶茶、特製拼盤-德式煙燻香腸、漢堡-手拍漢堡排、果汁-黃金柚子茶      "
"114043",3,"45",20,20,15,13853,7,1,"        早安！美芝城是一個有平價、吃吃喝喝、輕食的西式早餐，網友認為值得推薦的有：蔬菜吐司      "
"582657",2,"45",18,15,13,4937,7,1,"        中華湯包是一個有早餐、中式早餐的中式早餐      "
"619918",7,"40",13,10,9,6913,27,1,"        艾宓麗手作廚坊是一個有早餐、西式早餐的西式早餐      "
"634348",6,"40",15,10,5,7113,27,1,"        天津茍不理湯包是一個有天津茍不理、湯包、平價美食的中式早餐      "
"147399",1,"45",15,15,15,8808,17,1,"        脆皮卷餅是一個有平價、吃吃喝喝、早餐的中式早餐，網友認為值得推薦的有：百頁豆腐加雞排      "
"1111121",36,"45",17,16,17,4507655,62,31,"        雨田+是一個有捷運七張、巷弄美食、早午餐的其他類型早餐，網友認為值得推薦的有：豪華綜合起司、手作流淚漢堡排、白富美、泡菜燒肉蛋餅、阿嬤ㄟ酸菜      "
"955300",3,"45",18,18,20,6649,17,1,"        FIFI brunch & zakka是一個有早餐、西式早餐、早午餐的西式早餐      "
"981604",4,"45",18,18,18,1318661,17,1,"        裝潢明亮且風格清新,精緻美味但價格平易近人,擁有四號公園的絕佳好風景!!  ===請你一同來品味 208 BRUNCH===      "
"1014032",1,"45",20,15,15,6969,7,1,"        今日飯糰是一個有攤位、飯糰、早餐的中式早餐，網友認為值得推薦的有：豬排飯糰      "
"1016612",3,"45",20,20,15,3845,7,1,"        鮮we趣/sandwich是一個有鮮we趣、三明治、早餐的西式早餐，網友認為值得推薦的有：日式豆腐漢堡排、鹽拌番薯泥、泰式打拋豬、印度咖哩雞肉、美式五榖豆      "
"1016862",2,"45",20,15,10,12049,17,1,"        上崙早餐店是一個有肉粿、台南早餐、早餐的中式早餐      "
"604416",1,"45",20,20,20,9371,6,1,"        土司森林是一個有免服務費、早午餐、早餐的西式早餐      "
"605446",2,"45",20,15,5,10551,16,1,"        民權133 morning是一個有平價、輕食、單點式的西式早餐，網友認為值得推薦的有：起司蛋餅、燻雞堡、鮪魚蛋三明治      "
"157361",2,"45",15,18,13,10865,16,1,"        58<U+306E>轉角手做三明治咖啡工坊是一個有早餐、其他類型早餐的其他類型早餐，網友認為值得推薦的有：法式套餐      "
"963610",1,"45",15,15,15,5622,16,1,"        咖啡樹早午餐是一個有早餐、西式早餐的西式早餐      "
"987188",4,"45",20,10,10,20777,16,1,"        Tree House 早午餐是一個有house、早餐、法式吐司的西式早餐，網友認為值得推薦的有：方塊法式土司、肉鬆脆脆蛋餅、塔塔鱈魚吐司、炸餃、蜂培士      "
"1004120",1,"45",20,20,20,7615,6,1,"        早安您好是一個有早餐、西式早餐的西式早餐      "
"933300",2,"45",20,10,15,4862,16,1,"        三佳早點 (健行店)是一個有烤餅、<U+8471>肉餅、早餐店的中式早餐，網友認為值得推薦的有：牛肉餅、<U+8471>肉餅、紅豆餅      "
"1010678",1,"45",20,20,10,8049,16,1,"        好早 ohayo是一個有熱壓吐司、早餐、西式早餐的西式早餐，網友認為值得推薦的有：培根波菜玉米牛奶起士蛋、煙燻里肌牛奶起士蛋      "
"607666",2,"45",20,20,20,5949,5,1,"        堡咖咖漢堡堡是一個有早餐、西式早餐的西式早餐      "
"610066",3,"45",20,10,10,10795,15,1,"        來來豆漿店是一個有平價、早午餐、單點式的中式早餐      "
"1063668",22,"45",16,16,16,4189502,51,16,"        「維京女王」希望在晨間第一道曙光升起時，提供大家營養又有朝氣的好能量早餐以及美味的早午餐、下午茶，以迎接美好一天的到來！                              當你心情特好，或當你陷入低潮，就來「維京女王」吧！這裡是你沈澱與充電的祕密基地唷！      "
"610066",3,"45",20,10,10,10795,15,1,"        來來豆漿店是一個有平價、早午餐、單點式的中式早餐      "
"589298",1,"45",15,20,20,5935,5,1,"        23早午餐是一個有早餐、西式早餐的西式早餐      "
"624776",2,"45",20,20,20,12321,15,1,"        香堤咖啡三明治是一個有早餐、西式早餐的西式早餐      "
"1044476",2,"45",20,15,15,3814,5,1,"        水煎包大致上9:30賣完 蛋餅 豆漿 蘿蔔糕 饅頭蛋 蔥蛋 荷包蛋 鹹豆漿 於營業時間內不限時段皆有供應      "
"603828",5,"00",0,0,0,10647,25,5,"        阿婆早餐麵店是一個有中餐、早餐、小吃的中式早餐，網友認為值得推薦的有：抄手、油條豆漿、冰豆漿、川味炒手麵、蛋餅油條      "
"1006644",2,"45",18,15,15,5081,14,1,"        口福早餐店(阿婆鹹蛋餅)是一個有蛋餅、淡水早餐、中式早餐的中式早餐，網友認為值得推薦的有：蛋餅、蛋餅加大雙蛋      "
"941104",1,"45",20,20,10,8867,14,1,"        幸福飯糰是一個有早餐、中式早餐的中式早餐      "
"1017446",3,"45",20,20,18,625890,4,1,"        「太陽小舖早午餐專賣店」的店長發現台灣趨向重甜、重鹹、重油的飲食習慣。也許這樣的食物很美味，但卻容易對身體造成重大的負擔，導致健康受影響。因此決定由護理人員轉換跑道，親自打造“低糖、低油、低鹽”的三低健康早午餐專賣店，希望藉由自己小小的力量，引導大家走向健康路。餐點除了採用新鮮食材，也堅持自己手工製作進行食材品管，減少使用含有不知名成分的成品食材。像是最受歡迎的蛋餅系列所使用的蛋餅皮是店家自己調配粉漿製成，吃起來口感富有彈性，而且還能聞到麵粉香。豆漿則是請專人研磨大豆，每天早上現煮現賣，絕對貨真價實，豆香十足！兼具健康與美味的餐點只需銅板價，一個50元就足以讓你吃飽喝足，開始美麗的一天！      "
"1026156",1,"45",20,15,15,3731,4,1,"        檸檬樹早餐坊是一個有檸檬樹早餐坊、屏東市、屏東美食的西式早餐，網友認為值得推薦的有：燒肉蛋餅、芝心蛋餅      "
"58498",2,"45",20,20,20,27135,3,1,"        早安！美芝城 (新竹科學園區店)是一個有免服務費、排隊店、吃吃喝喝的西式早餐，網友認為值得推薦的有：卡啦雞腿堡、煎餃、漢堡、蔥抓餅+蔥蛋      "
"113559",1,"45",20,20,15,13136,13,1,"        美而美 (八芳)是一個有早餐、西式早餐的西式早餐      "
"579516",2,"45",20,15,10,5989,13,1,"        無名油飯是一個有早餐、中式早餐的中式早餐      "
"1045968",1,"45",20,15,20,2218,3,1,"        六吋盤晨間飲食館是一個有屏東市、屏東美食、屏東人氣早餐店的西式早餐，網友認為值得推薦的有：私房燒肉拼盤、烤肉餅、六吋拼盤、味噌炸豬排拼盤      "
"1016632",1,"45",20,10,15,5049,13,1,"        古糧碳烤三明治是一個有屏東市、屏東美食、碳烤雞腿土司的西式早餐，網友認為值得推薦的有：碳烤雞腿土司、原味燒肉吐司、原味蛋餅、碳烤嫩雞土司      "
"116564",1,"45",20,15,15,9326,12,1,"        玉超豆漿店是一個有早餐、中式早餐的中式早餐      "
"1136966",1,"45",20,15,15,353260,1,1,"        以做給家人吃的心情經營早午餐店！【莫尼布朗琪早午餐】的老闆因為母親生病離世，對健康變得特別注重。在家人的鼓勵下，於學區附近開起早午餐店，希望能提供附近學子以及顧客超值又營養健康的餐點，兩樓層共有30多個座位，是朋友聚會的好去處。店內招牌首推拼盤餐點，品項多達十多種，餐點除主餐外還附麵包、附餐、薯條及飲料。另外「吃飽飽拼盤」可選用兩種主餐，超值划算。麵包有四款可選；附餐有水果、生菜、濃湯及白飯；薯條亦可換成地瓜泥或加價換地瓜薯條；飲品加價則可換為「夢幻蝶豆」飲品！除了拼盤，其他如起司搭半熟蛋的歐姆蛋捲、自調醬汁料理的咖哩飯及親子丼、還有五種口味可選的總匯三明治，也都是店家招牌，不妨可試試看！      "
"551366",3,"40",17,14,9,9859,22,1,"        金瓜蔬果屋是一個有輕食、早午餐、早餐的其他類型早餐，網友認為值得推薦的有：全麥蔬果捲      "
"609988",1,"45",15,15,20,6589,2,1,"        時分幸福是一個有早餐、西式早餐的西式早餐      "
"621758",3,"40",15,10,10,13508,22,1,"        麥町吐司工房 (內湖民權店)是一個有平價、台灣傳統早餐、早晨咖啡的其他類型早餐，網友認為值得推薦的有：國王厚牛美式漢堡、中秋烤肉蛋吐司、香蔥美人蛋餅      "
"1041180",3,"45",10,15,20,3399,12,1,"        伍。好食光是一個有台中早午餐、伍好時光、台中咖啡廳的西式早餐，網友認為值得推薦的有：茴香煙燻鮭魚起司烘蛋      "
"1033120",2,"45",20,20,10,4292,2,1,"        真呷意是一個有內壢、真呷意、早餐店的中式早餐，網友認為值得推薦的有：無敵辣椒醬、炒米粉、竹筍湯、炒麵、滷肉飯      "
"927950",1,"45",20,15,10,7688,12,1,"        阿焜早點是一個有早餐、中式早餐的中式早餐      "
"997430",1,"40",15,15,10,13489,22,1,"        唐媽媽早餐店是一個有二空眷村美食、台南美食、眷村美味的中式早餐，網友認為值得推薦的有：煎餃、豬肉餡餅、大餅      "
"1058954",2,"45",15,15,15,1295007,12,1,"        鹿耳晚晚早餐是一個有台南早午餐、鹿耳晚晚早餐、早餐的其他類型早餐      "
"1064212",9,"45",18,16,16,3703,12,1,"        豐滿是一個有早餐、西式早餐的西式早餐      "
"1045398",1,"45",15,15,10,8953,12,1,"        艾烤客手工蛋餅是一個有蛋餅、中和、手工的中式早餐      "
"58831",1,"45",20,15,15,9792,1,1,"        拉亞漢堡 Laya Burger是一個有☆早餐、小吃、其他的西式早餐      "
"51308",1,"45",20,20,20,11985,1,1,"        拉亞漢堡 Laya Burger (林森店)是一個有朋友聚會、吃吃喝喝、情侶約會的西式早餐，網友認為值得推薦的有：培根牛肉堡、帕瑪森咖哩潛艇堡      "
"51518",1,"45",20,20,20,10161,1,1,"        瑞麟美而美是一個有平價、免服務費、家庭聚會的西式早餐，網友認為值得推薦的有：餐包小漢堡      "
"51588",1,"45",20,20,20,10154,1,1,"        瑞麟美而美是一個有平價、免服務費、朋友聚會的西式早餐，網友認為值得推薦的有：鐵板麵特餐      "
"590422",1,"45",15,15,15,3042,11,1,"        東門火婆煎粿是一個有早餐、中式早餐的中式早餐      "
"1013648",75,"45",16,16,17,12633356,464,60,"        Butter 巴特2店 Brunch&cafe是一個有巴特2店、早午餐、Brunch的早午餐，網友認為值得推薦的有：Cheese鍋、鬍子公爵、瑪麗皇后、蜜奶茶、野莓乳酪厚燒鬆餅      "
"578730",1,"45",15,15,10,6734,11,1,"        美圓飯糰是一個有早餐、中式早餐的中式早餐      "
"279681",2,"45",18,18,18,11852,1,1,"        拉亞漢堡 Laya Burger是一個有平價、早午餐、早餐的西式早餐，網友認為值得推薦的有：雙拼乳酪迷你堡、麥香草莓土司、藍莓、原味      "
"593624",1,"45",15,20,20,6806,1,1,"        果果早餐坊是一個有平價、早餐、其他類型早餐的其他類型早餐      "
"1061702",6,"45",19,18,15,3114,11,1,"        福屋 朝食坊是一個有早餐、西式早餐的西式早餐      "
"1032330",1,"45",20,20,20,6714,11,1,"        大飽包餐車是一個有早餐、中式早餐的中式早餐      "
"1024482",1,"45",20,15,10,6809,11,1,"        嘉祥粿仔是一個有台南小吃、台南肉粿、早餐的中式早餐      "
"1181435",1,"45",20,20,20,2615,0,1,"        艾初早餐 (市政河南店)是一個有早餐、早午餐的早午餐      "
"1241748",1,"45",20,15,15,682,1,1,"        「福圓號」真功夫養生饅頭 (伊通店)是一個有福圓號、真功夫養生饅頭伊通店、早餐的中式早餐，網友認為值得推薦的有：蔓越梅饅頭、養生南瓜饅頭、咖哩豬肉、四季豆包子、地瓜椰絲包子      "
"51517",1,"45",20,20,20,9957,0,1,"        華廈美而美是一個有平價、免服務費、家庭聚會的西式早餐，網友認為值得推薦的有：養生蔬菜三明治      "
"32155",1,"45",15,15,5,27017,10,1,"        晨光營養早餐養生粥是一個有點心、早餐、清淡的中式早餐，網友認為值得推薦的有：皮蛋瘦肉粥、白粥      "
"596796",1,"45",20,20,20,13981,10,1,"        埔里仁愛圓環早餐是一個有平價、路邊攤、吃吃喝喝的中式早餐，網友認為值得推薦的有：炒麵，炒米粉，魯油豆腐，貢丸湯，腸子湯，      "
"603912",2,"40",20,15,15,7261,20,1,"        自然輕食健康到     早午優閒咖啡香     綠能環境正磁場     廣結善緣靈性高 轉角遇見~~幸福早午餐店      "
"612202",3,"40",15,12,10,6508,20,1,"        阿順黑飯糰是一個有早餐、紫米黑飯糰、中式早餐的中式早餐，網友認為值得推薦的有：全麥手卷、原味蛋餅、紫米奶、紫米黑飯糰      "
"580979",1,"45",20,20,20,6022,0,1,"        草屯美而美是一個有平價、家庭聚會、老店的西式早餐，網友認為值得推薦的有：總匯三明治、奶茶、咖啡      "
"592454",1,"45",15,20,20,5349,0,1,"        羅工早點是一個有早餐、西式早餐的西式早餐      "
"1217522",2,"00",0,0,0,623434,1,NA,"        我們有許多與眾不同的創新料理，歡迎來嘗試      "
"1044884",1,"45",20,15,20,8068,10,1,"        胖鬆鬆早午餐是一個有南台科大、台南小吃、台南早午餐的西式早餐      "
"1033226",1,"45",15,15,15,2835,10,1,"        小豬啃飯糰是一個有咖啡、早午餐、早餐的其他類型早餐      "
"953772",1,"45",20,20,20,1208,0,1,"        Cody's La Jolla是一個有早餐、西式早餐的西式早餐      "
"116623",2,"45",15,15,15,7503,9,1,"        一品坊早餐店是一個有平價、排隊店、吃吃喝喝的西式早餐      "
"593676",2,"45",18,18,20,17791,9,1,"        晨鄰複合式早餐店是一個有平價、早午餐、早餐的其他類型早餐，網友認為值得推薦的有：烤抹茶薄片土司      "
"897074",2,"40",13,13,8,12222,19,1,"        早餐優選 (板橋大仁店)是一個有早餐、西式早餐的西式早餐      "
"950148",1,"45",20,20,5,13567,9,1,"        美美早餐店是一個有美味早餐、早餐、西式早餐的西式早餐，網友認為值得推薦的有：美味早餐      "
"958642",1,"45",15,15,15,5746,9,1,"        延三飯糰蛋餅早餐是一個有中式早餐、早餐的中式早餐，網友認為值得推薦的有：蛋餅      "
"967452",1,"45",20,20,15,6087,9,1,"        明<U+5CEF>早點店是一個有早餐、中式早餐的中式早餐      "
"1070116",1,"45",20,20,20,4035,9,1,"        兩位太太熱壓吐司是一個有早餐、西式早餐的西式早餐      "
"1046310",2,"40",15,10,5,10187,19,1,"        南門路無名早餐是一個有低調、平價、古早味的中式早餐，網友認為值得推薦的有：煎餃、蛋餅      "
"1122848",3,"45",20,20,20,2764,17,1,"        A婆古早味炭烤三明治是一個有古早味、晴光市場、炭烤吐司的早午餐，網友認為值得推薦的有：花生醬三明治、厚切豬排三明治      "
"595194",1,"45",20,15,10,8292,8,1,"        鄭家粥品是一個有平價、吃吃喝喝、早餐的中式早餐，網友認為值得推薦的有：虱目魚粥、魚丸湯、肉燥飯      "
"586509",1,"45",10,20,20,7665,8,1,"        橘子廚房是一個有早餐、西式早餐的西式早餐      "
"837584",14,"45",17,17,17,8144,8,1,"        阿-MAY是一個有早餐、西式早餐的西式早餐      "
"1013648",75,"45",16,16,17,12633356,464,60,"        Butter 巴特2店 Brunch&cafe是一個有巴特2店、早午餐、Brunch的早午餐，網友認為值得推薦的有：Cheese鍋、鬍子公爵、瑪麗皇后、蜜奶茶、野莓乳酪厚燒鬆餅      "
"892296",2,"45",18,13,13,3648,8,1,"        高家肉包是一個有酥皮蛋<U+9920>、傳統早餐、高家肉包的中式早餐      "
"1028618",2,"45",15,15,15,3819,8,1,"        米可微館 mini.co是一個有mini、捷運信義安和站、米可微館的西式早餐      "
"956782",2,"45",20,20,15,5690,8,1,"        彰化無名小籠包是一個有彰化早點、彰化中式早點、彰化美食的中式早餐，網友認為值得推薦的有：兩倍蔥量小籠包、碗粿、米糕、小籠包、魚丸湯      "
"945464",2,"45",18,13,18,10294,8,1,"        微楓那裡食尚早午餐是一個有嘉義、西區、早午餐的中式早餐，網友認為值得推薦的有：芋香起司蛋餅、板煎雪花豬蔥抓餅      "
"1005152",1,"45",15,15,10,6880,8,1,"        炭烤三明治是一個有早餐、西式早餐的西式早餐      "
"1019160",2,"45",15,15,15,5346,8,1,"        Alley Brunch巷弄裡的早午餐是一個有早餐、西式早餐、早午餐的西式早餐，網友認為值得推薦的有：洋蔥蛋餅、里肌蛋餅、4oz起司牛肉蛋餅、特製吐司(地瓜薯餅)、酥薯吐司      "
"1017904",8,"45",19,19,18,4502,8,1,"        威飽早餐店是一個有早餐、西式早餐的西式早餐      "
"1059714",3,"45",15,20,15,3205,8,1,"        Q香飯糰是一個有Q香飯糰、飯糰、早餐的中式早餐，網友認為值得推薦的有：紅茶、奶茶、豬排飯糰、泡菜飯糰      "
"1067836",4,"45",18,15,15,5615,8,1,"        初心早食 First Heart Brekkie是一個有新北、早午餐、早餐的西式早餐，網友認為值得推薦的有：初心總匯、檸檬雞柳熱壓吐司、初心紅茶      "
"1213961",1,"45",15,15,15,992,7,1,"        伴伴鬆餅是一個有早餐、早午餐的早午餐      "
"116980",1,"45",20,20,15,13797,7,1,"        三口組早餐店是一個有平價、單點式、早午餐的西式早餐      "
"117367",1,"45",15,20,15,9074,7,1,"        佳味包子是一個有下午茶、排隊店、老店的中式早餐，網友認為值得推薦的有：竹筍包、高麗菜包、鮮肉包、黑糖饅頭、牛奶饅頭      "
"154949",1,"45",15,15,15,9143,7,1,"        亞米漢堡 (林口民族店)是一個有平價、免服務費、朋友聚會的西式早餐，網友認為值得推薦的有：玉米蛋餅、薯條      "
"606524",3,"40",18,18,5,15965,17,1,"        何媽媽早餐是一個有平價、路邊攤、免服務費的中式早餐，網友認為值得推薦的有：豆漿、蔥抓餅加蛋、奶茶、玉米起司蛋餅、蔥花蛋飯糰      "
"378090",3,"45",15,15,15,11304,7,1,"        晨間廚房 (興豐店)是一個有平價、吃吃喝喝、單點式的西式早餐，網友認為值得推薦的有：美式香腸拼盤      "
"1138883",56,"45",19,19,17,21519486,74,51,"        「長勝君」店如其名，期望打造永續經營的美式早午餐店，主打商品：美式捲蛋餅，含近15種內餡可供選擇，並隨季節變化。捲蛋餅長度超過30公分、份量十足。搭配飲料，如：咖啡、紅茶、果汁等，套餐式享受能大大滿足顧客味蕾。長勝君期望顛覆傳統蛋餅概念，打造成為美式捲蛋餅霸主，歡迎有志一同的人加入我們的行列，共同成就偉大餐飲藍圖，並能樂於工作、享受成就生活。      "
"1041882",3,"45",15,15,15,4496,7,1,"        喜得炭火燒三明治 (內湖文德店)是一個有早餐、西式早餐的西式早餐      "
"1038730",1,"45",15,15,15,4372,7,1,"        初，吐司蛋餅是一個有早餐、西式早餐的西式早餐      "
"1040322",2,"45",15,10,10,7363,7,1,"        天津味早餐專賣店是一個有麵糊蛋餅、高雄麵糊蛋餅、古早味蛋餅的中式早餐，網友認為值得推薦的有：鴨米血、玉米蛋餅      "
"1033304",1,"45",15,10,10,5066,7,1,"        永和豆漿大王是一個有永和豆漿大王、豆漿、小籠包的中式早餐      "
"1022806",1,"45",15,15,15,7247,7,1,"        馮家市場麵是一個有岡山、美食、欣欣市場的中式早餐      "
"93041",1,"45",15,15,15,9497,6,1,"        美而美早餐吧是一個有平價、美而美、看花博的西式早餐，網友認為值得推薦的有：現烤豬排土司加蛋      "
"116834",1,"45",15,15,15,19023,6,1,"        無名早餐店是一個有早餐、中式早餐的中式早餐      "
"584115",5,"40",13,11,8,15588,16,1,"        懷仁街無名飯糰是一個有平價、吃吃喝喝、老店的中式早餐，網友認為值得推薦的有：飯糰      "
"568286",2,"45",10,20,5,9710,6,1,"        APPLE 203吐司工房是一個有平價、早午餐、素食早點的其他類型早餐      "
