"id","author.id","author.name","review.date","n.resp","n.view","n.useful","n.lolipop","review.url","r.delicious","r.service","r.atom","r.nImgs","r.favorite","r.postTags","r.articleTags"
"1073358","sandyhappylife","珊迪到處吃","2016/08/25",3,2,31,0,"/comment/1111448","很好","滿意","很好",24,"烙烤雞腿起司堡|招牌鮮奶茶|玩味蛋餅|特製薯餅蛋餅","早餐|漢堡|美崙街美食|吐司|早午餐|士林捷運站美食|捷運美食",""
"1073358","ipeen1031176","拖拖woody","2016/08/12",1,2,21,1,"/comment/1095710","很好","很滿意","很好",25,"烙烤雞腿起司堡","美崙街美食|士林捷運站美食|捷運美食|早午餐|早餐|吐司|漢堡",""
"1073358","ipeen1388554","絜璽C","2016/08/10",2,2,17,0,"/comment/1093388","好","滿意","好",18,"花醬豬排歐姆|烙烤雞腿起司堡","漢堡|吐司|早餐|早午餐|美崙街美食|士林捷運站美食|捷運美食",""
"1073358","ipeen372067","<U+2665>朵利斯<U+2665>","2016/06/05",2,1,20,1,"/comment/1046236","好","滿意","好",13,"","早餐|早午餐|漢堡|吐司",""
"1073358","angelzop","怒衝貪吃鬼〝陳小煞","2016/12/30",12,688,33,0,"/comment/1261556","非常好","非常滿意","非常好",31,"烙烤雞腿起司堡|花醬豬排歐姆|香濃豆漿紅茶|焦糖鮮奶|咖哩雞肉蛋餅","早餐|漢堡|蛋餅|早午餐|捷運美食",""
"1073358","ipeen1583810","幸運乖乖","2016/08/20",0,523,6,1,"/comment/1105601","很好","非常滿意","非常好",6,"","早餐|美崙街美食",""
"27702","weiwinnie99","棉花糖布丁","2018/01/09",5,805,22,3,"/comment/1576077","很好","很滿意","很好",32,"","",""
"27702","ipeen1199276","Choco<U+2665>","2017/07/10",8,5,45,2,"/comment/1438046","非常好","滿意","一般",6,"豆漿|薄蛋夾油條|蘿蔔絲酥餅","捷運善導寺站|阜杭豆漿|台北美食|中式早餐|華山市場",""
"27702","juicybaby0068","潔西貝比的生活小事","2016/12/23",5,7,36,2,"/comment/1254224","很好","很滿意","好",12,"","",""
"27702","ipeen1431916","薏仁一個人","2016/10/18",0,7,17,0,"/comment/1174598","非常好","不滿意","差",20,"厚餅夾蛋|豆漿|蛋餅","中式早餐|阜杭豆漿|早餐|老店|排隊美食|捷運|台北",""
"27702","carp","美食魚樂誌‧小魚","2016/09/30",1,4,15,0,"/comment/1154777","很好","滿意","好",16,"","",""
"27702","ipeen1006466","老饕的最愛喜歡就打包","2016/08/16",5,4,28,0,"/comment/1100162","非常好","很滿意","很好",36,"厚餅夾蛋|台北燒餅","中式早餐|豆漿|早餐店|免服務費|排隊店|阜杭豆漿|善導寺站5號出口美食|台北市中正區|家庭聚會|豆漿|單點式|厚餅夾蛋|鹹豆漿|日本人觀光必到|必吃|排隊|中正區|限量美食",""
"27702","ipeen880106","食余生","2016/08/10",6,4,19,0,"/comment/1093604","非常好","很滿意","好",29,"冰豆漿|厚餅夾蛋夾油條","阜杭豆漿|排隊美食|中式早餐排隊美食|厚餅蛋夾油條|好吃的厚餅夾蛋|善島寺站|5號出口",""
"27702","30sLife","男子的日常生活","2016/07/23",4,3,12,0,"/comment/1071230","很好","很滿意","很好",32,"酥餅|燒餅油條|甜酥餅|焦糖甜餅|薄餅夾蛋|薄燒餅|鹹豆漿","排隊店|阜杭豆漿|燒餅|老店|厚餅油條|鹹豆漿|厚餅蛋夾油條|華山市場美食|素食早點|中式早餐|豆漿",""
"27702","ipeen469208","許瑞秋","2016/07/16",3,4,14,0,"/comment/1065138","很好","很滿意","很好",21,"厚餅夾油條|冰豆漿|薄餅蛋油條|阜杭豆漿","中式早餐|豆漿|燒餅|阜杭豆漿|老店|厚餅油條|善導寺站5號出口美食|華山市場美食|厚餅蛋夾油條|甜餅|鹹餅",""
"27702","ipeen659924","小布吉","2016/07/15",4,3,41,1,"/comment/1064726","非常好","非常滿意","非常好",11,"","",""
"27702","orangeisgood","<U+2665>湘湘<U+2665>","2016/06/04",4,4,11,1,"/comment/1046014","非常好","滿意","好",18,"厚餅夾蛋|冰豆漿|蛋餅","中式早餐|豆漿|燒餅|排隊店|阜杭豆漿|早餐|華山市場|早餐店|免服務費",""
"27702","iMUC","Ming Chen","2016/05/10",0,3,11,0,"/comment/1033968","很好","滿意","好",19,"厚餅夾蛋|冰豆漿","中式早餐|豆漿|燒餅|排隊店|阜杭豆漿|早餐|老店|平價|單點式|厚餅油條|厚餅夾蛋|吃吃喝喝|日本人觀光必到|阜杭|華山市場美食|華山市場|免服務費|早點|善導寺站5號出口美食",""
"27702","JeremyCKT","Jeremy以食為天","2016/05/07",0,1,6,0,"/comment/1032402","很好","滿意","好",8,"薄餅蛋夾油條|厚餅蛋夾油條","阜杭豆漿|華山市場|中式早餐|善島寺站",""
"27702","ipeen1313202","TJ婷婷醬","2016/03/25",2,2,11,0,"/comment/1011450","很好","滿意","好",20,"冰豆漿|鹹豆漿|厚燒餅加蛋|厚餅夾蛋夾油條","豆漿|燒餅|阜杭豆漿|早餐|平價|厚燒餅|華山市場|台北市中正區|善島寺站",""
"27702","roxfungkimo","寶小銘","2016/03/20",1,5,15,1,"/comment/1008720","非常好","很滿意","很好",22,"厚餅夾蛋|鹹豆漿|豆漿|蛋餅","中式早餐|排隊店|阜杭豆漿|厚餅夾蛋|華山市場",""
"27702","ipeen1317992","邱ㄚ迦","2016/01/24",8,4,38,1,"/comment/983526","很好","滿意","很好",10,"","",""
"27702","ipeen545312","愛吃susu!!","2016/01/20",8,4,68,2,"/comment/981408","非常好","很滿意","很好",24,"厚餅夾蛋|熱豆漿|清漿|焦糖甜餅","中式早餐|豆漿|燒餅|排隊店|阜杭豆漿|早餐|老店|平價|厚餅油條|單點式|厚餅夾蛋|吃吃喝喝|鹹豆漿|日本人觀光必到|阜杭|華山市場美食|中價位|阜杭豆<U+6D46>|排隊美食|大份量|豆漿|中式早餐|燒餅|阜杭|家庭聚會|素食早點|甜餅|捷運|滬杭豆漿|5號出口|焦糖甜餅|早午餐|台北|小吃|台北市中正區|好吃的厚餅夾蛋|情侶約會|限量美食|中正區|台北燒餅|善島寺站|朋友聚會|台北車站週邊|厚餅蛋夾油條|排隊|必吃|善導寺站5號出口美食|中式早餐排隊美食|厚燒餅|早點|華山市場|人氣|免服務費|鹹餅",""
"27702","ipeen514680","Amber...","2015/12/16",1,5,11,3,"/comment/964592","非常好","非常滿意","非常好",6,"厚餅夾蛋","阜杭豆漿",""
"27702","carollin06","卡琳 <U+2665>","2015/12/09",2,7,18,1,"/comment/961180","很好","滿意","好",23,"","中式早餐|豆漿|燒餅|排隊店|早餐|厚餅油條|中正區",""
"27702","omo","omo","2015/07/27",2,9,16,0,"/comment/891160","很好","很滿意","好",33,"厚餅夾蛋|燒餅油條|厚餅夾蛋夾油條|冰豆漿","中式早餐|豆漿|排隊店|阜杭豆漿|早餐|老店|平價|單點式|厚餅油條|燒餅|豆漿|阜杭|早午餐",""
"27702","ipeen1300478","大胃Lin","2015/05/26",3,16,21,1,"/comment/860462","非常好","很滿意","很好",29,"厚餅夾蛋|豆漿|薄燒餅夾蛋","中式早餐|燒餅|豆漿|排隊店|阜杭豆漿|早餐|老店|平價|吃吃喝喝|鹹豆漿|阜杭|早餐宵夜類|善導寺站5號出口美食|中式早餐排隊美食|人氣|必吃|善島寺站|5號出口|早餐店|早點|燒餅|中式早餐|豆漿|滬杭豆漿|鹹餅|免服務費|單點式|台北車站週邊|阜杭豆<U+6D46>|甜餅|早午餐",""
"27702","ipeen1206450","摳尼","2015/05/03",1,5,11,2,"/comment/849540","非常好","滿意","好",23,"","中式早餐|燒餅|豆漿|排隊店|阜杭豆漿|早餐|老店|平價|厚餅夾蛋|鹹豆漿|阜杭|華山市場",""
"27702","ipeen371973","陽光姐","2015/03/12",0,6,17,0,"/comment/823622","很好","一般","好",13,"薄餅夾蛋","中式早餐|燒餅|華山市場",""
"27702","ipeen97655","莓果馬卡龍上的松鼠","2015/02/28",1,5,16,0,"/comment/817366","非常好","滿意","一般",19,"","",""
"27702","ipeen1198110","洋洋得意","2015/02/04",2,4,26,0,"/comment/806572","非常好","很滿意","很好",19,"厚餅夾蛋夾油條|豆漿","中式早餐|燒餅|豆漿|排隊店|阜杭豆漿|早餐|老店|厚餅油條|厚餅夾蛋|華山市場美食|阜杭|華山市場|厚燒餅|早餐宵夜類|厚餅蛋夾油條",""
"27702","ipeen357517","海綿飽飽的XX","2015/01/07",2,6,36,0,"/comment/789250","很好","滿意","好",31,"","",""
"27702","nikujdiary","日常食札","2014/12/16",1,4,14,0,"/comment/778696","很好","滿意","好",12,"厚餅夾蛋|熱豆漿","中式早餐|燒餅|豆漿|排隊店|早餐|阜杭豆漿|老店|厚餅夾蛋|日本人觀光必到|焦糖甜餅|華山市場|免服務費|厚餅蛋夾油條|台北|必吃|排隊|吃吃喝喝|平價|鹹豆漿|早餐店|阜杭|華山市場美食|善島寺站|5號出口",""
"27702","ipeen508968","葉瞇瞇","2014/11/30",1,2,17,1,"/comment/770090","非常好","很滿意","很好",13,"厚餅夾蛋|油條|酥餅|冰豆漿|厚餅夾油條|熱豆漿|甜酥餅|燒餅油條|厚餅|厚餅油條|冰豆漿|蔥燒餅|蘿蔔絲餅|厚燒餅加蛋|厚餅夾蛋夾油條","燒餅|豆漿|早餐|焦糖甜餅|免服務費|阜杭|中式早餐|早點|台北|捷運|善島寺站|必吃|早午餐|5號出口|華山市場|阜杭豆漿|厚燒餅|早餐宵夜類|老店|平價|單點式|吃吃喝喝|厚餅油條|鹹豆漿|日本人觀光必到|早餐店|華山市場美食|厚餅蛋夾油條|阜杭豆<U+6D46>|阜杭|甜餅|人氣|台北市中正區|中式早餐排隊美食|大份量|善導寺站5號出口美食|厚餅夾蛋|台北車站週邊|限量美食|情侶約會|中價位|好吃的厚餅夾蛋|排隊|家庭聚會|排隊美食|鹹餅|小吃|高價位|夜貓族|中式早餐|燒餅|台北燒餅|豆漿|朋友聚會|宵夜|滬杭豆漿|素食早點|中正區",""
"27702","cissnei","Cissnei","2014/11/13",1,5,18,0,"/comment/761386","好","很滿意","很好",12,"厚餅夾蛋|冰豆漿|鹹豆漿","中式早餐|阜杭|免服務費|華山市場|早餐宵夜類|平價|善島寺站|5號出口",""
"27702","ipeen340563","宋小Jo","2014/10/13",1,5,7,0,"/comment/744838","很好","滿意","一般",13,"酥餅|冰豆漿|蛋餅|薄燒餅夾蛋|厚餅油條|阜杭|薄餅夾蛋","中式早餐|燒餅|豆漿|排隊店|早餐|阜杭豆漿|老店|厚餅油條|鹹豆漿|日本人觀光必到|早餐店|早點|華山市場美食|免服務費|華山市場|阜杭|厚燒餅|豆漿|捷運|善島寺站|5號出口|排隊美食|好吃的厚餅夾蛋|限量美食|台北|中正區|鹹餅|燒餅|中式早餐|阜杭|大份量|甜餅|厚餅蛋夾油條|阜杭豆<U+6D46>|台北車站週邊|人氣|善導寺站5號出口美食|排隊|中式早餐排隊美食",""
"27702","chinchingo","晶晶格","2014/09/14",0,6,16,0,"/comment/729876","非常好","滿意","非常好",30,"","",""
"27702","ipeen511436","欣晴Sharing","2014/09/01",7,11,24,2,"/comment/723272","很好","很滿意","好",27,"","中式早餐|燒餅|排隊店|華山市場美食|阜杭|阜杭豆<U+6D46>|早餐宵夜類|限量美食|中式早餐排隊美食|阜杭|台北燒餅|善導寺站5號出口美食|厚餅蛋夾油條|中式早餐|中正區|素食早點|吃吃喝喝|鹹豆漿|日本人觀光必到",""
"27702","ipeen723922","貓之語~~","2014/08/15",1,4,15,0,"/comment/713480","好","一般","一般",5,"冰豆漿|薄燒餅夾蛋|蛋餅","燒餅|豆漿|排隊店|早餐|阜杭豆漿|老店|單點式|吃吃喝喝",""
"27702","ipeen949076","Mita Yen","2014/07/17",0,4,13,0,"/comment/697140","很好","滿意","一般",10,"","",""
"27702","ipeen17957","fujenchi","2014/07/13",0,4,28,0,"/comment/695334","非常好","滿意","很好",11,"厚餅夾蛋|冰豆漿","阜杭豆漿|華山市場|早餐宵夜類|排隊美食|善導寺站5號出口美食",""
"27702","murmurshu","Murmur shu","2014/07/02",0,4,15,0,"/comment/689324","非常好","很滿意","好",19,"厚餅夾蛋|焦糖甜餅|厚餅夾蛋夾油條|薄燒餅|蔥花鹹酥餅|薄餅蛋油條|薄餅夾蛋","中式早餐|燒餅|豆漿|排隊店|阜杭豆漿|老店|單點式|厚餅油條|厚餅夾蛋|鹹豆漿|日本人觀光必到|華山市場|台北|台北車站週邊|限量美食|台北市中正區|大份量|中正區|捷運|華山市場美食|早點|早餐",""
"27702","ipeen153902","太陽~~~","2014/07/01",0,3,12,0,"/comment/688866","非常好","非常滿意","非常好",1,"","",""
"27702","highca10said","highca","2014/06/19",2,4,15,0,"/comment/680682","很好","滿意","好",44,"","",""
"27702","sheena3943","S.TW","2014/05/26",0,10,12,0,"/comment/666608","非常好","滿意","好",63,"","",""
"27702","ipeen757046","KKSuperman","2014/04/03",7,2,32,1,"/comment/637988","非常好","很滿意","很好",49,"","",""
"27702","ipeen435290","王子新","2014/04/03",3,8,13,0,"/comment/637976","非常好","很滿意","很好",19,"燒餅油條|厚餅夾油條","中式早餐|燒餅|豆漿|早餐|阜杭豆漿|老店|平價|單點式|吃吃喝喝|厚餅油條|厚餅夾蛋|日本人觀光必到|鹹豆漿|早餐店|早點|免服務費|華山市場美食|厚餅蛋夾油條|限量美食|家庭聚會|情侶約會|滬杭豆漿|素食早點|台北燒餅|台北市中正區|阜杭|好吃的厚餅夾蛋|朋友聚會|中式早餐|豆漿|燒餅|甜餅|大份量|宵夜|善導寺站5號出口美食|中式早餐排隊美食|台北車站週邊|阜杭豆<U+6D46>|必吃|小吃|早午餐|人氣|早餐宵夜類|華山市場|排隊|阜杭|厚燒餅|焦糖甜餅|台北",""
"27702","daibb","戴小白","2014/03/19",2,4,22,2,"/comment/630630","很好","很滿意","很好",4,"","",""
"27702","ipeen628080","淇風兒","2014/02/17",1,4,12,1,"/comment/615452","好","一般","一般",8,"厚餅夾蛋夾油條|蛋餅|鹹飯團","中式早餐|燒餅|豆漿|排隊店|阜杭豆漿",""
"27702","ipeen30522","pelag","2014/01/15",4,1,15,0,"/comment/599712","很好","滿意","好",7,"厚餅夾蛋","阜杭",""
"27702","ipeen142160","小米蟲的米缸","2014/01/14",4,7,18,0,"/comment/599178","很好","一般","一般",52,"厚餅夾蛋|熱豆漿|甜酥餅","中式早餐|燒餅|豆漿|排隊店|早餐|阜杭豆漿|厚餅油條|厚餅夾蛋|焦糖甜餅|善導寺站5號出口美食",""
"27702","ipeen359893","瑪姬愛漂亮","2013/12/27",14,5,34,1,"/comment/589424","很好","很滿意","很好",12,"鹹豆漿|薄燒餅","中式早餐|厚燒餅|厚餅夾蛋|鹹豆漿|阜杭豆漿",""
"27702","ipeen745010","Ruru Liu","2013/12/08",0,2,20,0,"/comment/578194","很好","很滿意","很好",26,"厚餅夾蛋|冰豆漿|熱豆漿|蛋餅","中式早餐|燒餅|豆漿|早餐|阜杭豆漿|厚餅油條|厚餅夾蛋|早餐店",""
"27702","ipeen666496","水瓶座0207","2013/12/04",1,3,28,0,"/comment/576072","很好","滿意","好",10,"厚餅夾蛋|甜酥餅","華山市場|善導寺站5號出口美食|中式早餐排隊美食",""
"27702","ipeen509074","藥藥","2013/11/17",0,3,11,0,"/comment/566016","非常好","很滿意","很好",42,"厚餅夾蛋|焦糖甜餅","豆漿|燒餅|早餐|阜杭豆漿|厚餅夾蛋|華山市場",""
"27702","ipeen705636","愛吃小王國","2013/11/12",1,3,11,0,"/comment/563536","很好","很滿意","很好",1,"厚餅夾蛋","燒餅",""
"27702","ipeen540656","Celine寧","2013/10/06",3,5,14,0,"/comment/541756","很好","非常滿意","很好",16,"厚餅夾蛋|冰豆漿","中式早餐|燒餅|豆漿|排隊店|阜杭",""
"27702","ipeen399870","兀兒德","2013/09/15",7,1,14,0,"/comment/530918","很好","一般","一般",19,"薄餅夾蛋","中式早餐|燒餅|豆漿|排隊店|早餐|老店|平價|單點式|免服務費|華山市場|阜杭豆<U+6D46>|早餐店|中式早餐排隊美食|阜杭豆漿|排隊美食|焦糖甜餅|厚餅油條|厚餅夾蛋|日本人觀光必到|厚餅蛋夾油條|台北燒餅|必吃|人氣|阜杭|鹹餅",""
"27702","piggybonnie","花小豚","2013/08/16",7,7,53,1,"/comment/515004","很好","一般","好",37,"厚餅油條|冰豆漿|蔥花鹹酥餅|焦糖甜餅|薄餅夾蛋","中式早餐|燒餅|豆漿|排隊店|早餐|老店|阜杭豆漿|吃吃喝喝|單點式|厚餅油條|日本人觀光必到|厚餅夾蛋|鹹豆漿|華山市場美食|排隊|豆漿|焦糖甜餅",""
"27702","ipeen395954","小鹿薑餅","2013/08/15",3,4,32,0,"/comment/514390","非常好","很滿意","非常好",48,"冰豆漿|厚燒餅|厚餅夾蛋夾油條|厚餅夾蛋|厚餅油條","中式早餐|燒餅|豆漿|排隊店|早餐|平價|老店|阜杭豆漿|厚餅油條|厚餅夾蛋|華山市場美食",""
"27702","yuzutoro","柚子多樂不挑食","2013/08/10",0,4,10,0,"/comment/511814","好","很滿意","好",10,"鹹豆漿|熱豆漿|豆漿|厚燒餅加蛋|厚餅夾蛋|早餐|台北|鹹飯團|台北燒餅|阜杭豆<U+6D46>|厚餅蛋夾油條","中式早餐|燒餅|豆漿|排隊店|早餐|老店|阜杭豆漿|單點式|厚餅油條|厚餅夾蛋|早餐店|鹹豆漿|早點|早餐宵夜類|厚燒餅|排隊|中式早餐排隊美食|台北|小吃|阜杭|華山市場|厚餅蛋夾油條|好吃的厚餅夾蛋|中式早餐|燒餅|台北燒餅",""
"27702","winny70","<U+2764>只溶妮口不溶妮手<U+2764>","2013/08/04",3,4,27,1,"/comment/508124","很好","滿意","好",35,"厚餅夾蛋|冰豆漿|燒餅油條|焦糖甜餅","中式早餐|中式早餐排隊美食|排隊店|吃吃喝喝|單點式|平價",""
"27702","ipeen374391","迷籠的貓","2013/08/02",13,3,42,1,"/comment/507254","很好","滿意","一般",15,"冰豆漿|焦糖甜餅|薄餅蛋油條","中式早餐|燒餅|豆漿|華山市場美食|中式早餐排隊美食|厚餅蛋夾油條|排隊店|單點式|早午餐|老店|平價",""
"27702","goodness0983","哇系君仔","2013/06/03",0,23,16,0,"/comment/478192","非常好","一般","好",21,"","中式早餐|燒餅|豆漿|早餐|阜杭豆漿|日本人觀光必到|厚餅油條|厚餅夾蛋",""
"27702","ipeen408813","Jen Hsu","2013/05/14",1,2,24,0,"/comment/467742","很好","一般","很好",9,"酥餅","中式早餐|燒餅|豆漿|華山市場美食|單點式|中價位",""
"27702","jenniferch","JenniferCh","2013/05/04",2,19,26,0,"/comment/461802","很好","滿意","好",26,"冰豆漿|焦糖甜餅|厚餅夾蛋夾油條","中式早餐|燒餅|豆漿|早餐|阜杭豆漿|厚餅油條|厚餅夾蛋|人氣|排隊|華山市場美食|必吃|厚餅蛋夾油條|焦糖甜餅|情侶約會|單點式|排隊店|中價位",""
"27702","andy690207","孝寶","2013/04/08",1,3,12,1,"/comment/446064","非常好","很滿意","好",12,"厚燒餅加蛋|蛋餅|早餐","燒餅|豆漿|阜杭豆漿|中價位",""
"27702","apple5096","蘋果姐姐","2013/03/12",1,6,19,1,"/comment/431572","很好","很滿意","很好",19,"厚餅夾蛋|冰豆漿|鹹豆漿|蛋餅","中式早餐|燒餅|豆漿|阜杭豆漿",""
"27702","hsuan771203","李小瑜<U+2665>","2013/03/06",4,2,29,1,"/comment/429042","很好","滿意","一般",8,"厚餅夾蛋|酥餅|清漿|焦糖甜餅","中式早餐|燒餅|阜杭豆<U+6D46>|華山市場美食|平價",""
"27702","kk339248","桶子葉","2013/02/06",1,9,21,1,"/comment/417884","很好","一般","一般",12,"焦糖甜餅|熱清漿","中式早餐|豆漿|燒餅|華山市場|台北市中正區",""
"27702","shellychang","黑洞雪莉","2013/01/23",0,2,33,1,"/comment/411118","很好","一般","好",32,"厚餅夾蛋|冰豆漿|熱豆漿","阜杭豆漿|善導寺站5號出口美食|華山市場美食|好吃的厚餅夾蛋|中式早餐排隊美食",""
"27702","ipeen380365","yamakung","2013/01/16",1,2,41,0,"/comment/407620","好","滿意","好",18,"","",""
"27702","sevenpeen","Seven Peen","2013/01/08",2,3,14,0,"/comment/403812","很好","滿意","很好",24,"阜杭豆漿|阜杭|滬杭豆漿|阜杭豆<U+6D46>|豆漿|台北|厚燒餅|台北燒餅|早餐|鹹豆漿|焦糖甜餅|厚餅夾蛋|厚餅蛋夾油條","阜杭豆漿|阜杭|滬杭豆漿|阜杭豆<U+6D46>|豆漿|台北|厚燒餅|台北燒餅|早餐|鹹豆漿|焦糖甜餅|厚餅夾蛋|厚餅蛋夾油條",""
"27702","ipeen293465","小白妞兒","2013/01/02",10,2,40,0,"/comment/401086","非常好","很滿意","好",22,"","",""
"27702","snyelena","哪哪麻","2012/11/05",3,5,44,0,"/comment/370969","非常好","很滿意","很好",0,"厚餅夾蛋|冰豆漿","阜杭豆漿|厚燒餅|厚餅夾蛋|豆漿",""
"27702","lvwei88","玩樂食棠","2012/11/04",4,5,40,3,"/comment/370350","非常好","滿意","好",9,"厚餅夾蛋|熱豆漿","阜杭豆漿|吃吃喝喝|平價",""
"27702","clairegarden","jascia","2012/11/03",5,3,19,0,"/comment/369850","很好","很滿意","很好",8,"鹹飯團","中式早餐|日本人觀光必到|人氣|排隊|吃吃喝喝|免服務費|中價位|排隊店",""
"27702","carollin06","卡琳 <U+2665>","2012/09/13",0,17,28,1,"/comment/346101","很好","滿意","很好",24,"厚燒餅加蛋|厚餅夾蛋","燒餅|豆漿|排隊店|早餐|阜杭豆漿|早餐店|早點",""
"27702","ipeen346297","Jeffrey Ma","2012/09/04",5,2,40,2,"/comment/341619","很好","滿意","好",55,"厚餅夾蛋|焦糖甜餅|冰豆漿|蔥燒餅|蘿蔔絲餅","中式早餐|免服務費|早餐店|排隊",""
"27702","clairegarden","jascia","2012/08/24",10,7,31,1,"/comment/336215","很好","很滿意","好",9,"厚餅夾蛋","中式早餐|燒餅|豆漿|日本人觀光必到|排隊店|單點式|中價位",""
"27702","ricklinfei","暴食盆子跟瓶子妹妹","2012/08/21",0,2,11,2,"/comment/334745","非常好","很滿意","很好",15,"厚餅夾蛋夾油條|豆漿","中式早餐|燒餅|豆漿|早餐|日本人觀光必到|阜杭豆漿|厚餅油條|早餐店|早點|鹹豆漿|早餐宵夜類|厚餅夾蛋|台北車站週邊|人氣|台北|吃吃喝喝|老店|中價位",""
"27702","leafphoto","婚禮紀錄_里夫","2012/07/26",6,7,23,1,"/comment/322269","很好","很滿意","好",11,"厚餅夾蛋|冰豆漿|厚餅蛋|厚燒餅加蛋","中式早餐|燒餅|豆漿|早餐|阜杭豆漿|厚餅油條|早餐店|厚燒餅|厚餅夾蛋|燒餅|排隊店|平價",""
